응답자 ID,Training 선호 스타일,Training 비선호 스타일,Validation 선호 스타일,Validation 비선호 스타일
23431,,W_38476_00_ecology_W_036166.json,,
23437,W_06507_50_ivy_M_036211.json,"W_12123_80_bold_M_036181.json, W_15119_00_metrosexual_M_036191.json, W_12904_50_ivy_M_036195.json, W_16703_00_metrosexual_M_036175.json, W_12548_70_hippie_M_036205.json, W_19586_70_hippie_M_036213.json, W_17348_50_ivy_M_036186.json, W_09123_60_mods_M_036212.json, W_12128_80_bold_M_036198.json",,"W_12904_50_ivy_M_036195.json, W_00842_10_sportivecasual_M_036217.json, W_12128_80_bold_M_036198.json"
7073,W_05513_60_minimal_W_011809.json,"W_05532_10_athleisure_W_011814.json, W_05664_10_athleisure_W_011839.json, W_00770_70_punk_W_011802.json",,
23460,T_16051_60_mods_M_036246.json,W_12533_80_bold_M_036231.json,T_16067_60_mods_M_036254.json,W_15375_80_bold_M_036256.json
23466,"W_03580_60_minimal_W_036287.json, W_00284_80_bodyconscious_W_036306.json, W_11248_00_oriental_W_036291.json","W_14217_70_punk_W_036288.json, W_18462_90_kitsch_W_036315.json, W_10186_80_powersuit_W_036298.json, W_03569_10_sportivecasual_W_036284.json, W_13631_90_hiphop_W_036307.json, W_11680_00_cityglam_W_036275.json, W_05667_10_athleisure_W_036301.json",,"W_10186_80_powersuit_W_036298.json, W_03569_10_sportivecasual_W_036284.json, W_11680_00_cityglam_W_036275.json, W_05667_10_athleisure_W_036301.json"
23471,"W_02888_10_sportivecasual_M_036325.json, W_07324_50_ivy_M_036360.json, W_06979_90_hiphop_M_036331.json, W_17808_10_sportivecasual_M_036366.json, W_07307_19_normcore_M_036368.json, W_12761_50_ivy_M_036344.json, W_17648_80_bold_M_036330.json, W_02771_10_sportivecasual_M_036358.json","W_16361_80_bold_M_036363.json, W_16501_70_hippie_M_036346.json, W_06563_70_hippie_M_036329.json, W_16694_00_metrosexual_M_036357.json",W_12615_50_ivy_M_036335.json,"W_16501_70_hippie_M_036346.json, W_02691_60_mods_M_036320.json"
7093,,W_18546_50_classic_W_011842.json,,W_18546_50_classic_W_011842.json
23480,"W_04869_50_classic_W_036410.json, W_13379_80_powersuit_W_036372.json, W_06402_80_powersuit_W_036388.json","W_19556_60_space_W_036386.json, W_05386_00_cityglam_W_036374.json, W_00445_90_lingerie_W_036381.json, W_05437_10_athleisure_W_036375.json, W_18097_90_kitsch_W_036373.json, W_06101_10_sportivecasual_W_036383.json",,
23541,"T_01527_10_sportivecasual_M_036473.json, W_05869_60_mods_M_036516.json","W_09123_60_mods_M_036501.json, T_09778_00_metrosexual_M_036513.json",T_15856_10_sportivecasual_M_036477.json,
56326,W_00107_00_metrosexual_M_077287.json,T_16971_70_hippie_M_077293.json,,
23561,"W_52231_50_ivy_M_036546.json, W_32131_50_ivy_M_036524.json",,W_52231_50_ivy_M_036546.json,
39947,W_24087_50_ivy_M_062273.json,,,
23565,"T_08680_19_normcore_W_036601.json, W_47643_80_powersuit_W_036589.json",,,
7215,"T_14213_00_cityglam_W_011998.json, T_08866_10_sportivecasual_W_011991.json, W_32203_60_minimal_W_012034.json, W_03270_50_feminine_W_012009.json, W_59993_80_powersuit_W_011988.json","W_30875_60_space_W_012019.json, W_27828_60_minimal_W_012011.json",,W_27828_60_minimal_W_012011.json
56368,"T_07490_00_oriental_W_077329.json, W_13376_50_feminine_W_077341.json","T_02230_19_normcore_W_077339.json, T_12328_80_powersuit_W_077319.json, T_12834_00_oriental_W_077354.json",,
7250,,W_43573_90_hiphop_W_012039.json,,
56428,,W_53112_90_lingerie_W_077399.json,,W_53112_90_lingerie_W_077399.json
23671,"W_03945_50_classic_W_036702.json, T_02342_90_hiphop_W_036690.json","T_10848_19_normcore_W_036709.json, W_14570_60_minimal_W_036685.json",T_12378_80_powersuit_W_036680.json,W_14570_60_minimal_W_036685.json
56448,,"W_13634_10_sportivecasual_W_077418.json, W_14393_70_hippie_W_077439.json, W_10446_60_minimal_W_077421.json, W_18986_90_kitsch_W_077424.json",,
23693,T_02944_10_sportivecasual_M_036741.json,T_03727_80_bold_M_036746.json,,
56467,"W_14604_80_powersuit_W_077472.json, W_09639_50_classic_W_077469.json","W_14391_70_punk_W_077480.json, W_04826_60_minimal_W_077487.json",,
23699,,"T_11950_10_sportivecasual_W_036782.json, W_19859_70_punk_W_036787.json, T_11027_80_powersuit_W_036796.json, W_18977_50_feminine_W_036776.json, W_33622_60_minimal_W_036761.json",,
23701,"W_15701_90_hiphop_M_036839.json, W_12324_80_bold_M_036821.json","T_03643_00_metrosexual_M_036856.json, T_03634_00_metrosexual_M_036840.json",W_15701_90_hiphop_M_036839.json,
23702,"W_15404_50_ivy_M_036860.json, W_00071_50_ivy_M_036893.json, W_06676_60_mods_M_036877.json","W_15818_00_metrosexual_M_036881.json, W_12569_50_ivy_M_036885.json, W_15467_70_hippie_M_036862.json, W_16746_60_mods_M_036861.json, W_15596_70_hippie_M_036903.json, W_15465_70_hippie_M_036870.json",W_15404_50_ivy_M_036860.json,
7321,,"W_08663_00_cityglam_W_012095.json, W_06318_50_classic_W_012090.json",,
40095,"W_56334_10_sportivecasual_W_062326.json, W_07682_50_feminine_W_062304.json",,W_56334_10_sportivecasual_W_062326.json,
23730,"W_16766_00_metrosexual_M_036965.json, W_17867_50_ivy_M_037001.json","W_12171_80_bold_M_037004.json, W_06812_50_ivy_M_036968.json, W_00490_60_mods_M_036986.json, W_04508_19_normcore_M_037008.json","W_06864_10_sportivecasual_M_036991.json, W_17867_50_ivy_M_037001.json",W_16538_90_hiphop_M_037005.json
23779,"W_07078_10_sportivecasual_M_037041.json, W_32083_50_ivy_M_037043.json","W_26288_70_hippie_M_037028.json, W_15224_50_ivy_M_037026.json, W_24347_00_metrosexual_M_037056.json, W_25869_90_hiphop_M_037022.json",,"W_26288_70_hippie_M_037028.json, W_16430_90_hiphop_M_037030.json, W_12730_00_metrosexual_M_037023.json"
23781,,W_36096_90_kitsch_W_037105.json,,
7404,,"W_36616_60_minimal_W_012108.json, W_18508_50_feminine_W_012123.json",,
56561,"T_15347_00_metrosexual_M_077533.json, T_17495_19_normcore_M_077543.json","W_24250_90_hiphop_M_077515.json, W_15947_80_bold_M_077506.json, T_19264_70_hippie_M_077530.json",,"W_24250_90_hiphop_M_077515.json, W_15947_80_bold_M_077506.json, W_24643_90_hiphop_M_077540.json"
7418,W_17298_19_normcore_M_012185.json,"W_59439_00_metrosexual_M_012183.json, W_30688_50_ivy_M_012179.json",,
23804,T_05386_60_minimal_W_037143.json,"W_03224_50_feminine_W_037134.json, T_05606_10_sportivecasual_W_037140.json",,W_03224_50_feminine_W_037134.json
23828,,W_29415_60_minimal_W_037160.json,,
56597,,"W_18729_50_classic_W_077578.json, W_42722_80_powersuit_W_077572.json",,W_28480_60_minimal_W_077579.json
23831,"W_00951_70_hippie_M_037252.json, W_17576_60_mods_M_037235.json, W_07139_10_sportivecasual_M_037256.json, W_06550_50_ivy_M_037234.json, W_06763_00_metrosexual_M_037214.json, W_00028_50_ivy_M_037209.json, W_03033_60_mods_M_037243.json","W_12874_60_mods_M_037218.json, W_09777_90_hiphop_M_037238.json, W_16085_80_bold_M_037245.json, W_12613_70_hippie_M_037219.json, W_12302_50_ivy_M_037250.json, W_16677_70_hippie_M_037211.json, W_06629_90_hiphop_M_037221.json","W_12789_00_metrosexual_M_037222.json, W_00028_50_ivy_M_037209.json",W_09777_90_hiphop_M_037238.json
23872,T_17743_70_hippie_M_037327.json,"W_15823_90_hiphop_M_037321.json, T_08763_60_mods_M_037326.json, T_17688_70_hippie_M_037311.json",,
23878,,W_18464_50_classic_W_037334.json,,
7494,W_07613_50_feminine_W_012217.json,,,
7505,"T_01170_50_classic_W_012267.json, T_13841_19_normcore_W_012258.json, T_13952_19_genderless_W_012283.json",T_01084_50_classic_W_012251.json,,
23910,"T_00559_00_metrosexual_M_037418.json, W_24492_70_hippie_M_037415.json, W_24493_70_hippie_M_037422.json, W_24486_70_hippie_M_037400.json",W_24491_70_hippie_M_037408.json,"W_24493_70_hippie_M_037422.json, W_24486_70_hippie_M_037400.json",
23928,"W_21223_80_powersuit_W_037456.json, W_14420_10_athleisure_W_037442.json",,,
7548,W_03933_70_punk_W_012303.json,,,
40327,W_06385_50_feminine_W_062370.json,W_14828_50_classic_W_062354.json,,W_14828_50_classic_W_062354.json
23950,"T_17320_19_normcore_M_037526.json, W_12685_90_hiphop_M_037490.json","T_00400_50_ivy_M_037503.json, T_00410_50_ivy_M_037519.json, W_12378_80_bold_M_037489.json, T_00559_00_metrosexual_M_037483.json",,W_12378_80_bold_M_037489.json
23954,,"W_19935_50_feminine_W_037544.json, T_00385_00_ecology_W_037549.json",,
23980,"W_44918_60_minimal_W_037595.json, W_48378_90_grunge_W_037615.json, T_04679_10_sportivecasual_W_037609.json",W_03959_50_classic_W_037578.json,W_44918_60_minimal_W_037595.json,W_03959_50_classic_W_037578.json
7604,"W_21162_60_minimal_W_012385.json, T_01792_10_sportivecasual_W_012357.json",T_00609_19_lounge_W_012375.json,,
7620,T_01799_19_lounge_W_012425.json,W_03580_60_minimal_W_012443.json,,
56788,"W_08513_00_cityglam_W_077624.json, W_08943_19_genderless_W_077652.json, W_13635_90_hiphop_W_077615.json, W_09686_90_hiphop_W_077632.json, W_03570_10_athleisure_W_077634.json","W_13495_60_minimal_W_077629.json, W_04837_70_hippie_W_077621.json, W_03510_60_minimal_W_077637.json, W_08306_10_athleisure_W_077617.json",W_18506_80_bodyconscious_W_077631.json,
56791,W_19145_70_hippie_W_077655.json,W_42722_80_powersuit_W_077689.json,,
56795,"W_03787_80_bodyconscious_W_077706.json, W_01234_10_sportivecasual_W_077725.json, W_05664_10_athleisure_W_077717.json",W_08791_80_bodyconscious_W_077714.json,W_01234_10_sportivecasual_W_077725.json,
7658,"W_09651_60_space_W_012477.json, W_11170_19_normcore_W_012499.json, W_06322_19_lounge_W_012483.json, W_01355_10_sportivecasual_W_012457.json, W_06118_10_athleisure_W_012482.json, W_08410_00_cityglam_W_012481.json, W_08708_10_sportivecasual_W_012498.json, W_04128_19_genderless_W_012466.json, W_18560_70_military_W_012453.json, W_01234_10_sportivecasual_W_012490.json","W_19067_50_classic_W_012484.json, W_13271_60_minimal_W_012452.json, W_08382_19_normcore_W_012458.json, W_19531_00_oriental_W_012472.json, W_01050_80_bodyconscious_W_012479.json, W_04877_00_oriental_W_012497.json, W_00334_70_hippie_W_012494.json, W_11169_19_normcore_W_012474.json, W_13535_80_powersuit_W_012454.json, W_08112_90_hiphop_W_012480.json, W_05312_80_bodyconscious_W_012487.json, W_08383_10_athleisure_W_012465.json, W_02345_60_space_W_012485.json, W_03201_50_feminine_W_012451.json, W_15077_19_normcore_W_012475.json, W_18658_80_powersuit_W_012495.json, W_02456_10_sportivecasual_W_012473.json, W_13772_70_hippie_W_012486.json, W_07851_70_disco_W_012478.json, W_14178_70_hippie_W_012461.json, W_19543_00_oriental_W_012464.json, W_05499_90_kitsch_W_012455.json, W_13455_80_powersuit_W_012462.json, W_07975_80_powersuit_W_012470.json, W_14023_90_lingerie_W_012496.json, W_13688_90_hiphop_W_012463.json, W_08680_00_cityglam_W_012456.json, W_14380_90_hiphop_W_012488.json, W_13941_60_minimal_W_012493.json, W_13266_19_normcore_W_012491.json, W_18996_50_feminine_W_012476.json, W_13081_50_classic_W_012467.json, W_00344_90_grunge_W_012471.json, W_10510_60_space_W_012468.json, W_00682_70_punk_W_012469.json","W_04927_50_feminine_W_012492.json, W_09731_19_genderless_W_012500.json, W_01234_10_sportivecasual_W_012490.json","W_13535_80_powersuit_W_012454.json, W_19003_50_feminine_W_012459.json, W_05312_80_bodyconscious_W_012487.json, W_02345_60_space_W_012485.json, W_14923_60_minimal_W_012460.json, W_13688_90_hiphop_W_012463.json, W_10510_60_space_W_012468.json"
40446,"T_08910_19_normcore_W_062536.json, T_08899_60_minimal_W_062521.json","T_05754_19_normcore_W_062511.json, T_02257_90_grunge_W_062524.json",W_14923_60_minimal_W_062538.json,
24071,"W_19639_70_hippie_W_037721.json, W_13538_80_powersuit_W_037697.json","W_13859_10_athleisure_W_037684.json, W_13602_80_powersuit_W_037689.json, W_10279_60_minimal_W_037704.json",,W_13859_10_athleisure_W_037684.json
24073,,T_06564_10_sportivecasual_W_037759.json,,
56852,,"W_15312_60_mods_M_077801.json, T_03152_19_normcore_M_077784.json, W_17219_70_hippie_M_077770.json, W_56065_50_ivy_M_077752.json",W_24770_60_mods_M_077786.json,
24150,"T_02526_80_bold_M_037804.json, W_06573_60_mods_M_037800.json, T_07625_60_mods_M_037779.json, T_04029_90_hiphop_M_037789.json","T_05019_10_sportivecasual_M_037791.json, W_26967_90_hiphop_M_037813.json",,W_12730_00_metrosexual_M_037806.json
24171,,"W_32135_19_normcore_M_037830.json, W_52140_70_hippie_M_037839.json",,W_52140_70_hippie_M_037839.json
24189,W_04854_50_feminine_W_037876.json,,W_04854_50_feminine_W_037876.json,
24212,T_04655_10_sportivecasual_W_037965.json,,,
56988,"W_25094_70_hippie_M_077837.json, W_10796_50_ivy_M_077827.json, W_17544_90_hiphop_M_077822.json, W_24985_90_hiphop_M_077831.json, W_00811_19_normcore_M_077809.json, W_26261_50_ivy_M_077843.json, W_12456_10_sportivecasual_M_077816.json, W_04679_10_sportivecasual_M_077833.json","W_12569_50_ivy_M_077802.json, W_24283_00_metrosexual_M_077848.json, W_24084_70_hippie_M_077820.json, W_24317_70_hippie_M_077845.json, W_24449_00_metrosexual_M_077823.json",W_26211_50_ivy_M_077818.json,
24223,,"W_14711_50_feminine_W_037968.json, T_04643_90_kitsch_W_037988.json, T_05586_90_hiphop_W_037997.json",T_04636_90_hiphop_W_037980.json,
7862,T_04685_90_hiphop_M_012630.json,"T_03653_60_mods_M_012649.json, W_30241_80_bold_M_012620.json, W_15461_70_hippie_M_012619.json, T_15586_80_bold_M_012629.json",W_16690_60_mods_M_012627.json,
24266,"W_12783_00_metrosexual_M_038023.json, T_17907_19_normcore_M_038041.json, T_17908_19_normcore_M_038033.json, T_17916_19_normcore_M_038066.json, W_15776_70_hippie_M_038053.json, W_15172_00_metrosexual_M_038048.json","W_12774_00_metrosexual_M_038031.json, W_29060_90_hiphop_M_038047.json, W_24577_80_bold_M_038021.json",,
24269,"W_09492_50_feminine_W_038117.json, T_07068_10_sportivecasual_W_038082.json",,,
7905,"W_06553_50_ivy_M_012666.json, W_24661_60_mods_M_012667.json, W_16293_80_bold_M_012686.json, W_02845_60_mods_M_012659.json, W_24765_60_mods_M_012651.json","W_06755_00_metrosexual_M_012696.json, W_07025_10_sportivecasual_M_012697.json, W_10073_70_hippie_M_012668.json, W_26962_90_hiphop_M_012670.json, W_06805_90_hiphop_M_012662.json, W_16420_50_ivy_M_012650.json, W_17855_90_hiphop_M_012679.json, W_33184_00_metrosexual_M_012655.json, W_24111_70_hippie_M_012685.json, W_31489_80_bold_M_012678.json, W_26438_19_normcore_M_012682.json, W_09256_90_hiphop_M_012687.json, W_27319_10_sportivecasual_M_012681.json, W_30483_80_bold_M_012653.json, W_17603_50_ivy_M_012691.json, W_01803_19_normcore_M_012657.json, W_10076_50_ivy_M_012675.json, W_27709_00_metrosexual_M_012680.json, W_16710_00_metrosexual_M_012663.json, W_27182_10_sportivecasual_M_012656.json, W_17481_10_sportivecasual_M_012689.json, W_26053_10_sportivecasual_M_012664.json, W_24690_80_bold_M_012694.json, W_01729_90_hiphop_M_012654.json, W_32578_90_hiphop_M_012695.json, W_24142_60_mods_M_012676.json, W_25255_70_hippie_M_012652.json, W_24530_70_hippie_M_012677.json, W_24758_50_ivy_M_012658.json, W_24573_00_metrosexual_M_012671.json, W_17470_19_normcore_M_012698.json, W_15545_70_hippie_M_012693.json, W_25206_80_bold_M_012669.json, W_29873_19_normcore_M_012674.json, W_26157_19_normcore_M_012665.json, W_24557_19_normcore_M_012673.json, W_28443_10_sportivecasual_M_012672.json, W_24275_00_metrosexual_M_012688.json","W_02845_60_mods_M_012659.json, W_32034_80_bold_M_012661.json","W_28909_19_normcore_M_012690.json, W_07025_10_sportivecasual_M_012697.json, W_10073_70_hippie_M_012668.json, W_17603_50_ivy_M_012691.json, W_15319_50_ivy_M_012683.json, W_28964_19_normcore_M_012699.json, W_24535_70_hippie_M_012660.json, W_17481_10_sportivecasual_M_012689.json, W_33006_60_mods_M_012692.json, W_24758_50_ivy_M_012658.json, W_24573_00_metrosexual_M_012671.json, W_26179_60_mods_M_012684.json"
57062,,"W_41421_60_space_W_077853.json, T_01371_00_ecology_W_077873.json, W_18482_50_feminine_W_077885.json",,W_18482_50_feminine_W_077885.json
57074,T_17700_19_normcore_M_077950.json,"W_01743_00_metrosexual_M_077940.json, W_25643_90_hiphop_M_077947.json, W_16354_80_bold_M_077930.json",,
57101,,"W_06031_70_punk_W_077975.json, W_11988_00_oriental_W_077985.json",,
24345,"W_00032_10_sportivecasual_M_038124.json, W_07099_50_ivy_M_038134.json, W_17508_80_bold_M_038146.json, W_02695_50_ivy_M_038126.json, W_00543_19_normcore_M_038158.json","W_04273_00_metrosexual_M_038131.json, W_16180_50_ivy_M_038159.json, W_15520_70_hippie_M_038145.json, W_15308_60_mods_M_038135.json, W_06595_90_hiphop_M_038155.json, W_04238_50_ivy_M_038118.json, W_17815_00_metrosexual_M_038164.json",W_07099_50_ivy_M_038134.json,W_15520_70_hippie_M_038145.json
63458,,W_01109_80_bodyconscious_W_124530.json,,W_02306_70_disco_W_124545.json
24400,"W_00682_70_punk_W_038211.json, W_03693_10_athleisure_W_038215.json, W_05347_70_punk_W_038178.json, W_09962_00_oriental_W_038181.json, W_05246_80_bodyconscious_W_038171.json",,W_14796_60_minimal_W_038194.json,
57169,,W_06076_90_lingerie_W_078019.json,,
24416,"W_04519_10_sportivecasual_M_038232.json, W_07090_10_sportivecasual_M_038240.json, W_04740_00_metrosexual_M_038231.json","W_06933_90_hiphop_M_038255.json, W_15464_70_hippie_M_038261.json, W_06785_50_ivy_M_038243.json, W_11008_50_ivy_M_038226.json, W_15871_60_mods_M_038260.json, W_15450_00_metrosexual_M_038256.json, W_16483_19_normcore_M_038233.json, W_12552_80_bold_M_038262.json",,
24429,"T_03623_00_metrosexual_M_038273.json, T_00093_90_hiphop_M_038288.json",T_04782_00_metrosexual_M_038298.json,,
8056,,W_09795_10_sportivecasual_M_012705.json,,
8072,T_10826_19_genderless_W_012792.json,,T_05917_10_sportivecasual_W_012775.json,
24477,"W_12695_50_ivy_M_038326.json, W_24016_50_ivy_M_038318.json","W_15815_70_hippie_M_038345.json, W_28917_00_metrosexual_M_038331.json, W_16658_00_metrosexual_M_038348.json, W_12602_00_metrosexual_M_038364.json",,
57249,"W_19335_50_feminine_W_078046.json, W_02170_50_feminine_W_078071.json",,"W_19335_50_feminine_W_078046.json, W_02170_50_feminine_W_078071.json",
8107,,W_16846_10_sportivecasual_M_012806.json,,
24534,W_13141_80_powersuit_W_038429.json,W_01390_10_sportivecasual_W_038463.json,,
24550,"W_09717_19_normcore_W_038471.json, W_01378_10_sportivecasual_W_038478.json, W_13042_70_military_W_038499.json, W_02527_60_minimal_W_038498.json, W_10443_00_ecology_W_038477.json, W_00626_70_hippie_W_038482.json",,,
24570,W_02724_00_metrosexual_M_038535.json,"W_16395_80_bold_M_038517.json, W_25721_90_hiphop_M_038534.json, W_16393_80_bold_M_038525.json",,W_16393_80_bold_M_038525.json
24587,T_06567_90_hiphop_W_038568.json,T_12881_00_oriental_W_038577.json,,
24588,"W_05469_10_athleisure_W_038603.json, W_09651_60_space_W_038606.json, W_08042_10_athleisure_W_038595.json, W_01166_10_sportivecasual_W_038613.json","W_10223_00_oriental_W_038602.json, W_11504_19_lounge_W_038637.json, W_08052_90_hiphop_W_038626.json, W_01899_10_sportivecasual_W_038620.json, W_06346_10_athleisure_W_038628.json",W_13277_50_classic_W_038605.json,
24589,W_12019_50_feminine_W_038664.json,,,
57377,,"W_25391_00_metrosexual_M_078168.json, T_07184_60_mods_M_078155.json",,
57383,,"T_11927_90_lingerie_W_078208.json, W_27619_80_powersuit_W_078191.json, W_18858_50_classic_W_078196.json, W_18911_50_feminine_W_078221.json, T_11903_90_lingerie_W_078200.json",,
24631,W_07226_90_hiphop_M_038826.json,"T_16836_70_hippie_M_038799.json, W_07112_90_hiphop_M_038809.json, W_12148_80_bold_M_038833.json, W_12142_80_bold_M_038808.json, T_17052_19_normcore_M_038812.json, W_12150_80_bold_M_038817.json",W_07226_90_hiphop_M_038826.json,
41030,"W_01236_10_sportivecasual_W_062560.json, W_18093_00_ecology_W_062575.json, W_10950_60_minimal_W_062563.json, W_19024_80_powersuit_W_062573.json","W_12961_80_powersuit_W_062557.json, W_18990_50_feminine_W_062587.json, W_18174_00_oriental_W_062592.json, W_07657_60_popart_W_062588.json, W_06346_10_athleisure_W_062585.json, W_02274_10_sportivecasual_W_062576.json","W_01236_10_sportivecasual_W_062560.json, W_18093_00_ecology_W_062575.json, W_10251_70_punk_W_062581.json",W_11444_80_bodyconscious_W_062565.json
