?‘ë‹µ??ë²ˆí˜¸,?‘ë‹µ??ID,Training ?¤í???? í˜¸,Training ?¤í???ë¹„ì„ ??Validation ?¤í???? í˜¸,Validation ?¤í???ë¹„ì„ ??0,
654,,W_14378_10_sportivecasual_W.jpg    ,W_10256_90_lingerie_W.jpg          ,                                   ,                                   
655,,W_18202_60_minimal_W.jpg           ,W_14213_80_bodyconscious_W.jpg     ,                                   ,                                   
656,,W_00974_10_sportivecasual_W.jpg    ,W_03717_10_athleisure_W.jpg        ,                                   ,                                   
657,,W_07811_80_powersuit_W.jpg         ,W_13756_80_bodyconscious_W.jpg     ,                                   ,                                   
658,,W_18792_90_hiphop_W.jpg            ,W_05737_90_kitsch_W.jpg            ,                                   ,                                   
659,,W_05960_70_hippie_W.jpg            ,W_00631_70_disco_W.jpg             ,                                   ,                                   
660,,W_02073_70_punk_W.jpg              ,                                   ,                                   ,                                   
661,,W_05770_10_sportivecasual_W.jpg    ,                                   ,                                   ,                                   
662,63508,W_15488_00_metrosexual_M.jpg       ,W_04524_90_hiphop_M.jpg            ,W_15294_50_ivy_M.jpg               ,W_12378_80_bold_M.jpg              
663,,W_15294_50_ivy_M.jpg               ,W_11071_00_metrosexual_M.jpg       ,W_16295_70_hippie_M.jpg            ,W_12214_70_hippie_M.jpg            
664,,W_15768_19_normcore_M.jpg          ,W_06217_10_sportivecasual_M.jpg    ,W_06917_19_normcore_M.jpg          ,W_06214_90_hiphop_M.jpg            
665,,W_15156_00_metrosexual_M.jpg       ,W_01713_70_hippie_M.jpg            ,                                   ,W_16578_90_hiphop_M.jpg            
666,,W_17117_19_normcore_M.jpg          ,W_06781_70_hippie_M.jpg            ,                                   ,                                   
667,,W_10135_50_ivy_M.jpg               ,W_11046_00_metrosexual_M.jpg       ,                                   ,                                   
668,,W_10834_50_ivy_M.jpg               ,W_02673_60_mods_M.jpg              ,                                   ,                                   
669,,W_16295_70_hippie_M.jpg            ,W_06506_19_normcore_M.jpg          ,                                   ,                                   
670,,W_16658_00_metrosexual_M.jpg       ,W_16245_80_bold_M.jpg              ,                                   ,                                   
671,,W_12860_19_normcore_M.jpg          ,W_10817_60_mods_M.jpg              ,                                   ,                                   
672,,W_04562_50_ivy_M.jpg               ,W_16409_10_sportivecasual_M.jpg    ,                                   ,                                   
673,,W_12698_80_bold_M.jpg              ,W_17544_90_hiphop_M.jpg            ,                                   ,                                   
674,,W_07366_70_hippie_M.jpg            ,W_15738_00_metrosexual_M.jpg       ,                                   ,                                   
675,,W_15177_60_mods_M.jpg              ,W_09778_10_sportivecasual_M.jpg    ,                                   ,                                   
676,,W_06917_19_normcore_M.jpg          ,W_16858_19_normcore_M.jpg          ,                                   ,                                   
677,,                                   ,W_15949_80_bold_M.jpg              ,                                   ,                                   
678,,                                   ,W_06688_60_mods_M.jpg              ,                                   ,                                   
679,,                                   ,W_11019_70_hippie_M.jpg            ,                                   ,                                   
680,,                                   ,W_09861_10_sportivecasual_M.jpg    ,                                   ,                                   
681,,                                   ,W_01775_10_sportivecasual_M.jpg    ,                                   ,                                   
682,,                                   ,W_12378_80_bold_M.jpg              ,                                   ,                                   
683,,                                   ,W_12214_70_hippie_M.jpg            ,                                   ,                                   
684,,                                   ,W_01640_19_normcore_M.jpg          ,                                   ,                                   
685,,                                   ,W_15334_90_hiphop_M.jpg            ,                                   ,                                   
686,,                                   ,W_00495_60_mods_M.jpg              ,                                   ,                                   
687,,                                   ,W_17523_19_normcore_M.jpg          ,                                   ,                                   
688,,                                   ,W_07043_10_sportivecasual_M.jpg    ,                                   ,                                   
689,,                                   ,W_16578_90_hiphop_M.jpg            ,                                   ,                                   
690,,                                   ,W_16180_50_ivy_M.jpg               ,                                   ,                                   
691,,                                   ,W_13458_80_bold_M.jpg              ,                                   ,                                   
692,,                                   ,W_17168_60_mods_M.jpg              ,                                   ,                                   
693,,                                   ,W_15878_80_bold_M.jpg              ,                                   ,                                   
694,,                                   ,W_16423_90_hiphop_M.jpg            ,                                   ,                                   
695,,                                   ,W_12807_50_ivy_M.jpg               ,                                   ,                                   
